,scr_num,date_time,trd_stat,preclose_px,open_px,high_px,low_px,last_px,up_limit,down_limit,trd_count,totl_trd_vol,totl_trd_amt,withdraw_buy_count,withdraw_buy_px,withdraw_buy_amount,withdraw_sell_count,withdraw_sell_px,withdraw_sell_amount,bid_price1,bid_price2,bid_price3,bid_price4,bid_price5,bid_price6,bid_price7,bid_price8,bid_price9,bid_price10,bid_size1,bid_size2,bid_size3,bid_size4,bid_size5,bid_size6,bid_size7,bid_size8,bid_size9,bid_size10,offer_price1,offer_price2,offer_price3,offer_price4,offer_price5,offer_price6,offer_price7,offer_price8,offer_price9,offer_price10,offer_size1,offer_size2,offer_size3,offer_size4,offer_size5,offer_size6,offer_size7,offer_size8,offer_size9,offer_size10,totl_buy_amount,totl_sell_amount,weighted_avg_sell_px,weighted_avg_buy_px
2855,000001.XSHE,2023-11-22 13:21:24.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17553,35147407,360394182.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1292250,1417400,1267200,325400,448900,190800,435400,370100,136300,170700,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,122200,311988,441000,424040,501700,514100,422300,428500,444800,394700,10886550,22097408,10.58,10.04
2856,000001.XSHE,2023-11-22 13:21:27.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17561,35159807,360520910.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1289850,1417400,1267200,325400,448900,190800,435400,370100,136300,170700,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,91400,306688,441000,424040,501700,514100,422300,428500,444800,394700,10884450,22061308,10.58,10.04
2857,000001.XSHE,2023-11-22 13:21:30.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17566,35162707,360550548.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1281250,1417400,1267200,325400,448900,190800,435400,370100,136300,170700,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,91900,306688,441000,424040,501700,514100,422300,428500,444800,394700,10875850,22060008,10.58,10.04
2858,000001.XSHE,2023-11-22 13:21:33.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17574,35164807,360572029.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1287550,1413000,1267600,325400,448900,190800,440400,370100,136300,170700,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,97100,305788,445000,424040,501700,514100,422300,428500,444800,394700,10884150,22068308,10.58,10.04
2859,000001.XSHE,2023-11-22 13:21:36.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17579,35166907,360593509.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1490950,1413000,1267600,325400,448900,190800,440400,370100,136300,170700,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,95700,305788,445000,424040,501700,514100,422300,428500,444800,394700,11087550,22066908,10.58,10.05
2860,000001.XSHE,2023-11-22 13:21:39.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17581,35168307,360607818.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1488950,1414000,1267600,325400,448900,190800,440400,370100,136300,170700,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,97300,305788,445000,424040,501700,514100,422300,428500,444800,394700,11086550,22067508,10.58,10.05
2861,000001.XSHE,2023-11-22 13:21:42.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17585,35200507,360936934.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1467950,1415000,1268600,325400,460700,190800,440400,370100,136300,170700,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,127700,305788,445000,424040,501700,514100,423300,428500,444800,394700,11079350,22098908,10.58,10.05
2862,000001.XSHE,2023-11-22 13:21:45.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17596,35209407,361027901.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1459850,1415000,1268600,325400,460700,200800,440400,371100,136800,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,130900,303388,445000,424040,501700,514100,423300,428500,444800,394700,11093250,22089808,10.58,10.05
2863,000001.XSHE,2023-11-22 13:21:48.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17601,35242007,361361073.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1452050,1415500,1268600,325400,460700,200800,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,133900,303388,445000,407540,501700,514100,423300,428500,444800,394700,11085450,22076308,10.58,10.05
2864,000001.XSHE,2023-11-22 13:21:51.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17610,35251207,361455107.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1447350,1415500,1268800,325400,454600,200800,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,144500,317388,445000,407540,501700,514100,423300,428500,444800,394700,11075250,22100908,10.58,10.05
2865,000001.XSHE,2023-11-22 13:21:54.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17615,35254007,361483731.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1445550,1415500,1268800,326400,454600,200800,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,145200,317988,445000,407540,501700,514100,423300,428500,444800,394700,11074450,22102208,10.58,10.05
2866,000001.XSHE,2023-11-22 13:21:57.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17620,35256107,361505204.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1454150,1415500,1168800,326400,454600,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,144500,317988,433900,407540,501700,514100,423300,428500,444800,394700,10982850,22090408,10.58,10.04
2867,000001.XSHE,2023-11-22 13:22:00.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17623,35258407,361528720.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1452850,1415500,1170800,326400,454600,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,143500,320188,433900,407540,540500,514100,423300,428500,444800,394700,10981450,22128908,10.58,10.04
2868,000001.XSHE,2023-11-22 13:22:03.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17626,35260007,361545072.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1453350,1415500,1170800,326400,454600,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,236400,320088,433900,407540,540500,514100,423300,428500,444800,394700,10979050,22221708,10.57,10.04
2869,000001.XSHE,2023-11-22 13:22:06.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17632,35273807,361686230.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1452550,1412300,1171100,326400,454600,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,242100,321088,433900,407540,540500,514100,423300,428500,444800,394700,10975350,22227908,10.57,10.04
2870,000001.XSHE,2023-11-22 13:22:09.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17639,35282007,361770082.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1456350,1412100,1171000,326400,454600,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,237400,321088,433900,407540,540500,514100,423300,428500,444800,394700,10979350,22223208,10.57,10.04
2871,000001.XSHE,2023-11-22 13:22:12.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17646,35292007,361872282.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1444150,1412100,1171400,326400,454600,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,252500,321088,433900,407540,540500,514100,423300,428500,444800,394700,10964550,22238308,10.57,10.04
2872,000001.XSHE,2023-11-22 13:22:15.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17656,35300807,361962230.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1430550,1413500,1171400,326400,456200,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,253600,321088,433900,407540,540500,514100,423300,428500,444800,394700,10953950,22239408,10.57,10.04
2873,000001.XSHE,2023-11-22 13:22:18.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17663,35422207,363202950.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1301250,1413500,1172400,326400,457200,200900,440400,371100,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,302500,321088,433900,407540,540500,514100,423300,428500,444800,394700,10831350,22288308,10.57,10.04
2874,000001.XSHE,2023-11-22 13:22:21.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17671,35450907,363496264.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1287550,1413500,1172400,326400,457200,200800,440400,370600,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,327800,321088,433900,407540,540500,514100,423300,428500,444800,394700,10820050,22313608,10.57,10.04
2875,000001.XSHE,2023-11-22 13:22:24.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17689,35469207,363683390.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1281450,1412500,1172900,326400,457200,200800,440400,370600,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,324700,320488,433900,407540,540500,514100,423300,428500,444800,394700,10813450,22309908,10.57,10.04
2876,000001.XSHE,2023-11-22 13:22:27.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17698,35480907,363802964.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1269050,1412500,1173800,326400,407200,200800,440400,370600,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,326700,320488,430900,407540,540500,514100,423300,428500,444800,394700,10752050,22308908,10.57,10.04
2877,000001.XSHE,2023-11-22 13:22:30.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17703,35483907,363833625.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1267650,1412500,1173800,327400,407200,200800,441900,370600,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,329400,320488,430900,407040,540500,514100,423300,428500,444800,394700,10753150,22311208,10.57,10.04
2878,000001.XSHE,2023-11-22 13:22:33.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17704,35484007,363834647.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1269450,1412700,1172800,328400,407200,200800,441900,370600,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,330600,320488,434500,407040,540500,514100,423300,434200,444800,394700,10759150,22321708,10.57,10.04
2879,000001.XSHE,2023-11-22 13:22:36.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17706,35486407,363859175.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1266050,1412700,1172800,328400,407600,200800,441900,370600,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,340600,320488,434500,407040,540500,514100,423300,434200,444800,394700,10753150,22331208,10.57,10.04
2880,000001.XSHE,2023-11-22 13:22:39.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17711,35492907,363925608.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1263150,1412800,1192800,328400,407600,200800,443900,370600,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,376500,320488,434500,407040,540500,514100,423300,434200,444800,394700,10772350,22368008,10.57,10.04
2881,000001.XSHE,2023-11-22 13:22:42.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17716,35499107,363989017.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1265650,1414500,1192800,328400,407600,200800,443900,372400,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,369800,313088,434500,407040,540500,514100,423300,434200,444800,394700,10778350,22353908,10.57,10.04
2882,000001.XSHE,2023-11-22 13:22:45.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17718,35499607,363994130.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1266350,1414500,1193300,329300,408900,200800,443900,372400,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,369300,313088,434500,407040,540500,514100,423300,434200,444800,394700,10781750,22353408,10.57,10.04
2883,000001.XSHE,2023-11-22 13:22:48.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17721,35501407,364012544.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1275950,1414500,1193300,329300,439500,200800,443900,372400,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,317100,310388,434500,407040,540500,514100,423300,434200,444800,394700,10823950,22258608,10.57,10.04
2884,000001.XSHE,2023-11-22 13:22:51.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17726,35514007,364141330.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1264550,1521800,1196600,331300,439500,200800,443900,372400,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,367400,311188,433200,530540,540500,514100,423300,434200,444800,394700,10925750,22392108,10.57,10.04
2885,000001.XSHE,2023-11-22 13:22:54.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17732,35516507,364166900.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1269550,1523300,1196600,331300,439500,200800,443900,372400,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,365800,311188,433200,530540,540500,514100,423300,434200,444800,394700,10932250,22390508,10.57,10.04
2886,000001.XSHE,2023-11-22 13:22:57.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17736,35518707,364189387.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1169050,1523300,1196600,331300,439500,200800,443900,373900,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,368300,306088,433200,530540,540500,514100,423300,434200,444800,394700,10833350,22387908,10.57,10.04
2887,000001.XSHE,2023-11-22 13:23:00.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17743,35522907,364232350.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1168850,1523300,1196600,331300,439500,200800,443900,373900,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,414400,306088,433100,530540,540500,514200,423300,434200,444800,394700,10833050,22419008,10.57,10.04
2888,000001.XSHE,2023-11-22 13:23:03.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17748,35533407,364339663.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1159150,1524300,1196600,331300,439500,200800,443900,373900,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,428000,306088,433100,530540,540500,514200,423300,434200,444800,394700,10824350,22432608,10.57,10.04
2889,000001.XSHE,2023-11-22 13:23:06.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17752,35536607,364372367.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1161250,1524300,1196600,331300,439500,200800,444300,373900,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,435500,306088,433100,530540,540500,514200,423300,434200,444800,394700,10828950,22440108,10.57,10.04
2890,000001.XSHE,2023-11-22 13:23:09.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17755,35537007,364376456.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1162150,1524300,1197500,331300,439500,200800,444300,373900,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,468100,306088,433100,530540,540500,514200,423300,434200,444800,394700,10830750,22472708,10.57,10.04
2891,000001.XSHE,2023-11-22 13:23:12.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17761,35538807,364394867.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1163750,1525800,1197500,331300,445800,201800,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,475800,306088,433100,530540,540500,514200,423300,434200,444800,394700,10842050,22480408,10.57,10.04
2892,000001.XSHE,2023-11-22 13:23:15.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17764,35541507,364422464.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1167550,1525800,1197500,331300,445800,201800,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,520400,306088,433100,530540,540500,514200,423300,434200,444800,394700,10850850,22525008,10.57,10.04
2893,000001.XSHE,2023-11-22 13:23:18.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17769,35582107,364837399.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1096350,1525800,1197600,333000,445800,201300,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,530500,306088,433100,530540,542500,514200,423300,434200,444800,394700,10780950,22537108,10.57,10.04
2894,000001.XSHE,2023-11-22 13:23:21.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17778,35591907,364937557.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1087250,1528900,1198800,333000,445800,197200,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,533000,306088,433100,530540,542500,514200,423300,434200,444800,394700,10772050,22539608,10.57,10.04
2895,000001.XSHE,2023-11-22 13:23:24.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17784,35594307,364962086.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1082250,1528900,1199800,335000,445000,197200,444300,374800,136800,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,533500,306088,433100,530540,542500,514200,423300,434200,444800,394700,10771750,22540108,10.57,10.04
2896,000001.XSHE,2023-11-22 13:23:27.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17787,35596507,364984570.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1078950,1528900,1202100,335000,445000,197200,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,532800,306088,433100,530540,542500,516700,423300,434200,444800,394700,10907050,22541908,10.57,10.04
2897,000001.XSHE,2023-11-22 13:23:30.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17787,35596507,364984570.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1082950,1528900,1202100,335000,445000,197200,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,532800,306088,433100,530540,542500,516700,423300,434200,444800,394700,10911050,22541908,10.57,10.04
2898,000001.XSHE,2023-11-22 13:23:33.000,T,10.28,10.26,10.31,10.22,10.23,11.31,9.25,17790,35597007,364989685.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1082950,1528900,1204100,335000,445000,197200,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,534600,305688,433100,530540,542500,516700,423300,434200,444800,394700,10913050,22543308,10.57,10.04
2899,000001.XSHE,2023-11-22 13:23:36.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17792,35598507,365005016.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1083550,1540900,1204100,337000,445000,197200,444300,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,535500,305688,433100,530540,542500,516700,423300,434200,444800,394700,10930550,22544208,10.57,10.04
2900,000001.XSHE,2023-11-22 13:23:39.000,T,10.28,10.26,10.31,10.22,10.22,11.31,9.25,17798,35600307,365023414.82,0,0.0,0.0,0,0.0,0.0,10.22,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,1084750,1540900,1204100,337100,450400,197200,444900,374800,136300,174100,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,10.32,530400,305688,428100,530540,542500,516700,423300,434200,444800,394700,10937850,22534108,10.57,10.04
2901,000001.XSHE,2023-11-22 13:23:42.000,T,10.28,10.26,10.31,10.21,10.22,11.31,9.25,18207,36858757,377883086.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,1372100,1204600,337200,450400,197800,444900,374800,136300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,408850,493900,305588,428100,407040,542500,516700,423300,434200,444800,9686900,22618258,10.56,10.02
2902,000001.XSHE,2023-11-22 13:23:45.000,T,10.28,10.26,10.31,10.21,10.22,11.31,9.25,18331,37162357,380982907.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,1077500,1204600,337200,450400,197800,444900,374800,136300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,451950,424000,285888,429000,407040,542200,516700,423300,434200,444800,9395300,22572358,10.57,10.01
2903,000001.XSHE,2023-11-22 13:23:48.000,T,10.28,10.26,10.31,10.21,10.22,11.31,9.25,18356,37236157,381736416.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,1004800,1204600,337200,450400,197800,445900,374800,136300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,499050,369900,281588,429000,407040,542200,516700,423300,434200,444300,9323600,22560558,10.57,10.01
2904,000001.XSHE,2023-11-22 13:23:51.000,T,10.28,10.26,10.31,10.21,10.21,11.31,9.25,18371,37285357,382238807.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,963400,1206300,337200,450400,196300,445900,374800,136300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,468950,369400,281588,428800,378140,542200,516700,423300,434200,444300,9282500,22500858,10.57,10.01
2905,000001.XSHE,2023-11-22 13:23:54.000,T,10.28,10.26,10.31,10.21,10.21,11.31,9.25,18385,37373657,383140412.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,883000,1207300,337200,450400,196300,445900,374800,136300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,465850,368500,281588,428800,378140,542200,516700,423300,434200,444300,9208100,22496858,10.57,10.01
2906,000001.XSHE,2023-11-22 13:23:57.000,T,10.28,10.26,10.31,10.21,10.22,11.31,9.25,18396,37397257,383381381.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,863700,1208800,337200,450400,196300,445900,375800,136300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,465450,359600,281788,425800,378140,542200,516700,423300,434200,444300,9191300,22484758,10.57,10.01
2907,000001.XSHE,2023-11-22 13:24:00.000,T,10.28,10.26,10.31,10.21,10.21,11.31,9.25,18406,37405857,383469187.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,857800,1210200,337200,450400,197900,445900,375800,136300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,465450,359600,232800,425800,378140,542200,516700,423300,434200,444300,9188800,22435770,10.57,10.01
2908,000001.XSHE,2023-11-22 13:24:03.000,T,10.28,10.26,10.31,10.21,10.22,11.31,9.25,18413,37417857,383591712.82,0,0.0,0.0,0,0.0,0.0,10.21,10.2,10.19,10.18,10.17,10.16,10.15,10.14,10.13,10.12,845400,1211600,337200,450400,197900,445800,375800,137300,174100,194100,10.22,10.23,10.24,10.25,10.26,10.27,10.28,10.29,10.3,10.31,516550,358700,231300,448500,378140,542200,516700,423300,434200,444300,9178700,22507170,10.57,10.01
