,scr_num,date_time,entr_px,entr_vol,entr_direction,entr_orde_no,entr_index,channel_no,entr_clas,biz_index
2475,000001.XSHE,2023-11-22 09:15:01.870,10.59,200,2,0,167325,2012,2,0
2476,000001.XSHE,2023-11-22 09:15:01.870,10.9,200,2,0,167326,2012,2,0
2477,000001.XSHE,2023-11-22 09:15:01.870,11.31,400,2,0,167327,2012,2,0
2478,000001.XSHE,2023-11-22 09:15:01.870,10.1,200,1,0,167328,2012,2,0
2479,000001.XSHE,2023-11-22 09:15:01.870,9.9,200,1,0,167329,2012,2,0
2480,000001.XSHE,2023-11-22 09:15:01.870,10.5,2000,2,0,167617,2012,2,0
2481,000001.XSHE,2023-11-22 09:15:01.880,10.22,1000,1,0,167765,2012,2,0
2482,000001.XSHE,2023-11-22 09:15:01.880,10.12,2000,1,0,167766,2012,2,0
2483,000001.XSHE,2023-11-22 09:15:01.880,10.43,1000,2,0,167767,2012,2,0
2484,000001.XSHE,2023-11-22 09:15:01.880,10.53,1000,2,0,167801,2012,2,0
2485,000001.XSHE,2023-11-22 09:15:01.880,9.37,300,1,0,167949,2012,2,0
2486,000001.XSHE,2023-11-22 09:15:01.880,9.96,2000,1,0,167997,2012,2,0
2487,000001.XSHE,2023-11-22 09:15:01.880,10.29,5300,1,0,168123,2012,2,0
2488,000001.XSHE,2023-11-22 09:15:01.880,10.4,1600,2,0,168126,2012,2,0
2489,000001.XSHE,2023-11-22 09:15:01.890,10.49,1000,2,0,168373,2012,2,0
2490,000001.XSHE,2023-11-22 09:15:01.900,10.01,100,1,0,168559,2012,2,0
2491,000001.XSHE,2023-11-22 09:15:01.900,10.3,600,2,0,168574,2012,2,0
2492,000001.XSHE,2023-11-22 09:15:01.900,10.17,100,1,0,168712,2012,2,0
2493,000001.XSHE,2023-11-22 09:15:01.900,11.12,600,2,0,168746,2012,2,0
2494,000001.XSHE,2023-11-22 09:15:01.900,11.04,500,2,0,168751,2012,2,0
2495,000001.XSHE,2023-11-22 09:15:01.900,10.8,1000,2,0,168755,2012,2,0
2496,000001.XSHE,2023-11-22 09:15:01.900,10.2,4900,1,0,168785,2012,2,0
2497,000001.XSHE,2023-11-22 09:15:01.900,10.88,300,2,0,168841,2012,2,0
2498,000001.XSHE,2023-11-22 09:15:01.910,10.39,500,2,0,169333,2012,2,0
2499,000001.XSHE,2023-11-22 09:15:01.910,10.48,1000,2,0,169334,2012,2,0
2500,000001.XSHE,2023-11-22 09:15:01.910,10.16,1000,1,0,169339,2012,2,0
2501,000001.XSHE,2023-11-22 09:15:01.910,9.71,100,1,0,169441,2012,2,0
2502,000001.XSHE,2023-11-22 09:15:01.910,11.31,100,2,0,169442,2012,2,0
2503,000001.XSHE,2023-11-22 09:15:01.910,10.58,1000,2,0,169485,2012,2,0
2504,000001.XSHE,2023-11-22 09:15:01.910,10.43,100,2,0,169521,2012,2,0
2505,000001.XSHE,2023-11-22 09:15:01.920,9.5,500,1,0,169638,2012,2,0
2506,000001.XSHE,2023-11-22 09:15:01.920,10.37,1600,2,0,169723,2012,2,0
2507,000001.XSHE,2023-11-22 09:15:01.920,9.88,2000,1,0,169770,2012,2,0
2508,000001.XSHE,2023-11-22 09:15:01.930,10.0,300,1,0,170006,2012,2,0
2509,000001.XSHE,2023-11-22 09:15:01.930,10.68,100,2,0,170017,2012,2,0
2510,000001.XSHE,2023-11-22 09:15:01.930,9.98,500,1,0,170025,2012,2,0
2511,000001.XSHE,2023-11-22 09:15:01.930,10.4,3000,2,0,170096,2012,2,0
2512,000001.XSHE,2023-11-22 09:15:01.930,10.08,2000,1,0,170137,2012,2,0
2513,000001.XSHE,2023-11-22 09:15:01.930,10.5,300,2,0,170140,2012,2,0
2514,000001.XSHE,2023-11-22 09:15:01.930,11.31,500,2,0,170213,2012,2,0
2515,000001.XSHE,2023-11-22 09:15:01.930,10.1,200,1,0,170248,2012,2,0
2516,000001.XSHE,2023-11-22 09:15:01.930,10.12,100,1,0,170258,2012,2,0
2517,000001.XSHE,2023-11-22 09:15:01.930,10.14,100,1,0,170259,2012,2,0
2518,000001.XSHE,2023-11-22 09:15:01.940,11.3,10700,2,0,170279,2012,2,0
2519,000001.XSHE,2023-11-22 09:15:01.940,10.28,200,1,0,170288,2012,2,0
2520,000001.XSHE,2023-11-22 09:15:01.940,9.87,100,1,0,170312,2012,2,0
2521,000001.XSHE,2023-11-22 09:15:01.940,11.12,400,2,0,170337,2012,2,0
2522,000001.XSHE,2023-11-22 09:15:01.940,10.4,1000,2,0,170381,2012,2,0
2523,000001.XSHE,2023-11-22 09:15:01.940,10.2,200,1,0,170568,2012,2,0
2524,000001.XSHE,2023-11-22 09:15:01.940,10.01,2500,1,0,170586,2012,2,0
2525,000001.XSHE,2023-11-22 09:15:01.940,10.52,400,2,0,170729,2012,2,0
2526,000001.XSHE,2023-11-22 09:15:01.950,11.06,400,2,0,170768,2012,2,0
2527,000001.XSHE,2023-11-22 09:15:01.950,10.88,800,2,0,170835,2012,2,0
2528,000001.XSHE,2023-11-22 09:15:01.950,11.25,300,2,0,170883,2012,2,0
2529,000001.XSHE,2023-11-22 09:15:01.950,10.55,6000,2,0,170973,2012,2,0
2530,000001.XSHE,2023-11-22 09:15:01.950,10.29,1500,2,0,170979,2012,2,0
2531,000001.XSHE,2023-11-22 09:15:01.950,10.31,2500,2,0,170981,2012,2,0
2532,000001.XSHE,2023-11-22 09:15:01.950,10.33,3000,2,0,170988,2012,2,0
2533,000001.XSHE,2023-11-22 09:15:01.950,10.36,3500,2,0,170990,2012,2,0
2534,000001.XSHE,2023-11-22 09:15:01.950,10.39,4000,2,0,170991,2012,2,0
2535,000001.XSHE,2023-11-22 09:15:01.950,10.43,3000,2,0,170992,2012,2,0
2536,000001.XSHE,2023-11-22 09:15:01.950,10.46,4000,2,0,170993,2012,2,0
2537,000001.XSHE,2023-11-22 09:15:01.950,10.0,500,1,0,171014,2012,2,0
2538,000001.XSHE,2023-11-22 09:15:01.950,11.0,500,2,0,171015,2012,2,0
2539,000001.XSHE,2023-11-22 09:15:01.950,10.29,2000,2,0,171028,2012,2,0
2540,000001.XSHE,2023-11-22 09:15:01.950,11.27,12500,2,0,171150,2012,2,0
2541,000001.XSHE,2023-11-22 09:15:01.960,9.88,600,1,0,171415,2012,2,0
2542,000001.XSHE,2023-11-22 09:15:01.970,11.31,700,2,0,171634,2012,2,0
2543,000001.XSHE,2023-11-22 09:15:01.980,10.12,100,1,0,171939,2012,2,0
2544,000001.XSHE,2023-11-22 09:15:01.980,9.98,2000,1,0,171976,2012,2,0
2545,000001.XSHE,2023-11-22 09:15:01.980,10.65,900,2,0,172023,2012,2,0
2546,000001.XSHE,2023-11-22 09:15:01.980,10.8,900,2,0,172024,2012,2,0
2547,000001.XSHE,2023-11-22 09:15:01.980,10.49,4000,2,0,172058,2012,2,0
2548,000001.XSHE,2023-11-22 09:15:01.980,10.55,4000,2,0,172059,2012,2,0
2549,000001.XSHE,2023-11-22 09:15:01.980,10.65,5000,2,0,172060,2012,2,0
2550,000001.XSHE,2023-11-22 09:15:01.980,10.74,5000,2,0,172061,2012,2,0
2551,000001.XSHE,2023-11-22 09:15:01.980,10.84,5000,2,0,172064,2012,2,0
2552,000001.XSHE,2023-11-22 09:15:01.980,10.93,10000,2,0,172279,2012,2,0
2553,000001.XSHE,2023-11-22 09:15:01.980,11.3,2800,2,0,172289,2012,2,0
2554,000001.XSHE,2023-11-22 09:15:01.980,10.96,15700,2,0,172296,2012,2,0
2555,000001.XSHE,2023-11-22 09:15:01.980,10.99,20000,2,0,172297,2012,2,0
2556,000001.XSHE,2023-11-22 09:15:01.980,10.23,1500,1,0,172303,2012,2,0
2557,000001.XSHE,2023-11-22 09:15:01.980,10.21,2000,1,0,172304,2012,2,0
2558,000001.XSHE,2023-11-22 09:15:01.980,10.2,2500,1,0,172305,2012,2,0
2559,000001.XSHE,2023-11-22 09:15:01.980,10.19,3000,1,0,172306,2012,2,0
2560,000001.XSHE,2023-11-22 09:15:01.980,10.18,4000,1,0,172307,2012,2,0
2561,000001.XSHE,2023-11-22 09:15:01.980,10.17,5000,1,0,172308,2012,2,0
2562,000001.XSHE,2023-11-22 09:15:01.980,10.15,6000,1,0,172309,2012,2,0
2563,000001.XSHE,2023-11-22 09:15:01.980,10.13,6000,1,0,172310,2012,2,0
2564,000001.XSHE,2023-11-22 09:15:01.980,10.11,8000,1,0,172311,2012,2,0
2565,000001.XSHE,2023-11-22 09:15:01.980,10.73,1000,2,0,172543,2012,2,0
2566,000001.XSHE,2023-11-22 09:15:01.990,10.68,400,2,0,172605,2012,2,0
2567,000001.XSHE,2023-11-22 09:15:01.990,10.67,700,2,0,172822,2012,2,0
2568,000001.XSHE,2023-11-22 09:15:02.000,10.9,4000,2,0,173142,2012,2,0
2569,000001.XSHE,2023-11-22 09:15:02.000,10.98,4000,2,0,173375,2012,2,0
2570,000001.XSHE,2023-11-22 09:15:02.000,10.33,1800,2,0,173465,2012,2,0
2571,000001.XSHE,2023-11-22 09:15:02.010,10.48,1800,2,0,173512,2012,2,0
2572,000001.XSHE,2023-11-22 09:15:02.010,9.98,500,1,0,173562,2012,2,0
2573,000001.XSHE,2023-11-22 09:15:02.010,10.1,2000,1,0,173593,2012,2,0
2574,000001.XSHE,2023-11-22 09:15:02.010,10.1,1000,1,0,173849,2012,2,0
2575,000001.XSHE,2023-11-22 09:15:02.010,10.31,1500,2,0,173866,2012,2,0
2576,000001.XSHE,2023-11-22 09:15:02.010,10.34,2000,2,0,173867,2012,2,0
2577,000001.XSHE,2023-11-22 09:15:02.010,10.37,2000,2,0,173868,2012,2,0
2578,000001.XSHE,2023-11-22 09:15:02.010,10.46,2500,2,0,173869,2012,2,0
2579,000001.XSHE,2023-11-22 09:15:02.010,10.55,2500,2,0,173870,2012,2,0
2580,000001.XSHE,2023-11-22 09:15:02.010,10.65,3000,2,0,173871,2012,2,0
2581,000001.XSHE,2023-11-22 09:15:02.010,10.75,3000,2,0,173872,2012,2,0
2582,000001.XSHE,2023-11-22 09:15:02.010,10.84,5000,2,0,173873,2012,2,0
2583,000001.XSHE,2023-11-22 09:15:02.010,10.44,500,2,0,173926,2012,2,0
2584,000001.XSHE,2023-11-22 09:15:02.010,10.98,800,2,0,173933,2012,2,0
2585,000001.XSHE,2023-11-22 09:15:02.020,11.2,1300,2,0,173986,2012,2,0
2586,000001.XSHE,2023-11-22 09:15:02.020,10.8,1000,2,0,174018,2012,2,0
2587,000001.XSHE,2023-11-22 09:15:02.020,10.9,1000,2,0,174023,2012,2,0
2588,000001.XSHE,2023-11-22 09:15:02.020,11.0,1000,2,0,174025,2012,2,0
2589,000001.XSHE,2023-11-22 09:15:02.020,11.15,1000,2,0,174026,2012,2,0
2590,000001.XSHE,2023-11-22 09:15:02.020,11.3,1000,2,0,174035,2012,2,0
2591,000001.XSHE,2023-11-22 09:15:02.020,11.28,3000,2,0,174080,2012,2,0
2592,000001.XSHE,2023-11-22 09:15:02.020,10.49,600,2,0,174120,2012,2,0
2593,000001.XSHE,2023-11-22 09:15:02.030,10.4,1000,2,0,174418,2012,2,0
2594,000001.XSHE,2023-11-22 09:15:02.030,10.45,1000,2,0,174422,2012,2,0
2595,000001.XSHE,2023-11-22 09:15:02.030,10.5,1000,2,0,174424,2012,2,0
2596,000001.XSHE,2023-11-22 09:15:02.030,10.55,1000,2,0,174425,2012,2,0
2597,000001.XSHE,2023-11-22 09:15:02.030,10.6,1000,2,0,174426,2012,2,0
2598,000001.XSHE,2023-11-22 09:15:02.030,10.65,1000,2,0,174427,2012,2,0
2599,000001.XSHE,2023-11-22 09:15:02.030,10.7,1000,2,0,174428,2012,2,0
2600,000001.XSHE,2023-11-22 09:15:02.030,10.75,1000,2,0,174430,2012,2,0
2601,000001.XSHE,2023-11-22 09:15:02.030,10.8,1000,2,0,174431,2012,2,0
2602,000001.XSHE,2023-11-22 09:15:02.030,10.85,1000,2,0,174432,2012,2,0
2603,000001.XSHE,2023-11-22 09:15:02.030,10.9,1000,2,0,174434,2012,2,0
2604,000001.XSHE,2023-11-22 09:15:02.030,10.95,1000,2,0,174435,2012,2,0
2605,000001.XSHE,2023-11-22 09:15:02.030,11.0,1000,2,0,174436,2012,2,0
2606,000001.XSHE,2023-11-22 09:15:02.030,11.05,1000,2,0,174437,2012,2,0
2607,000001.XSHE,2023-11-22 09:15:02.030,11.1,1000,2,0,174438,2012,2,0
2608,000001.XSHE,2023-11-22 09:15:02.030,11.15,1000,2,0,174440,2012,2,0
2609,000001.XSHE,2023-11-22 09:15:02.030,11.2,1000,2,0,174441,2012,2,0
2610,000001.XSHE,2023-11-22 09:15:02.030,11.25,1000,2,0,174442,2012,2,0
2611,000001.XSHE,2023-11-22 09:15:02.030,11.31,1000,2,0,174445,2012,2,0
2612,000001.XSHE,2023-11-22 09:15:02.030,10.6,500,2,0,174585,2012,2,0
2613,000001.XSHE,2023-11-22 09:15:02.030,10.0,300,1,0,174651,2012,2,0
2614,000001.XSHE,2023-11-22 09:15:02.030,10.6,300,2,0,174653,2012,2,0
2615,000001.XSHE,2023-11-22 09:15:02.030,10.6,1800,2,0,174673,2012,2,0
2616,000001.XSHE,2023-11-22 09:15:02.030,10.11,9000,1,0,174723,2012,2,0
2617,000001.XSHE,2023-11-22 09:15:02.030,10.06,2200,1,0,174745,2012,2,0
2618,000001.XSHE,2023-11-22 09:15:02.040,10.0,2000,1,0,174864,2012,2,0
2619,000001.XSHE,2023-11-22 09:15:02.040,9.9,2000,1,0,174866,2012,2,0
2620,000001.XSHE,2023-11-22 09:15:02.040,9.25,2000,1,0,174916,2012,2,0
2621,000001.XSHE,2023-11-22 09:15:02.040,10.29,500,1,0,174978,2012,2,0
2622,000001.XSHE,2023-11-22 09:15:02.040,10.19,300,1,0,175029,2012,2,0
2623,000001.XSHE,2023-11-22 09:15:02.050,10.59,400,2,0,175221,2012,2,0
2624,000001.XSHE,2023-11-22 09:15:02.050,10.99,885,2,0,175242,2012,2,0
2625,000001.XSHE,2023-11-22 09:15:02.060,10.18,500,1,0,175365,2012,2,0
2626,000001.XSHE,2023-11-22 09:15:02.060,10.47,1000,2,0,175375,2012,2,0
2627,000001.XSHE,2023-11-22 09:15:02.060,10.72,1000,2,0,175378,2012,2,0
2628,000001.XSHE,2023-11-22 09:15:02.060,10.0,1000,1,0,175438,2012,2,0
2629,000001.XSHE,2023-11-22 09:15:02.060,10.31,1000,2,0,175476,2012,2,0
2630,000001.XSHE,2023-11-22 09:15:02.070,11.31,10000,2,0,175749,2012,2,0
2631,000001.XSHE,2023-11-22 09:15:02.070,10.56,2000,2,0,175750,2012,2,0
2632,000001.XSHE,2023-11-22 09:15:02.070,11.0,1000,2,0,175752,2012,2,0
2633,000001.XSHE,2023-11-22 09:15:02.070,9.56,100,1,0,175789,2012,2,0
2634,000001.XSHE,2023-11-22 09:15:02.070,10.14,1000,1,0,175868,2012,2,0
2635,000001.XSHE,2023-11-22 09:15:02.070,10.1,2000,1,0,175969,2012,2,0
2636,000001.XSHE,2023-11-22 09:15:02.070,10.02,1000,1,0,175971,2012,2,0
2637,000001.XSHE,2023-11-22 09:15:02.080,10.68,1000,2,0,176039,2012,2,0
2638,000001.XSHE,2023-11-22 09:15:02.080,10.58,1000,2,0,176042,2012,2,0
2639,000001.XSHE,2023-11-22 09:15:02.080,10.0,400,1,0,176043,2012,2,0
2640,000001.XSHE,2023-11-22 09:15:02.090,10.96,900,2,0,176372,2012,2,0
2641,000001.XSHE,2023-11-22 09:15:02.090,11.0,500,2,0,176414,2012,2,0
2642,000001.XSHE,2023-11-22 09:15:02.090,11.31,500,2,0,176415,2012,2,0
2643,000001.XSHE,2023-11-22 09:15:02.090,10.1,500,1,0,176416,2012,2,0
2644,000001.XSHE,2023-11-22 09:15:02.090,10.2,1500,1,0,176441,2012,2,0
2645,000001.XSHE,2023-11-22 09:15:02.090,10.19,2500,1,0,176455,2012,2,0
2646,000001.XSHE,2023-11-22 09:15:02.090,10.17,3000,1,0,176457,2012,2,0
2647,000001.XSHE,2023-11-22 09:15:02.090,10.15,3000,1,0,176458,2012,2,0
2648,000001.XSHE,2023-11-22 09:15:02.100,10.56,500,2,0,176580,2012,2,0
2649,000001.XSHE,2023-11-22 09:15:02.100,10.85,292900,2,0,176753,2012,2,0
2650,000001.XSHE,2023-11-22 09:15:02.110,10.07,2000,1,0,176883,2012,2,0
2651,000001.XSHE,2023-11-22 09:15:02.110,11.26,200,2,0,176889,2012,2,0
2652,000001.XSHE,2023-11-22 09:15:02.110,9.99,100,1,0,176899,2012,2,0
2653,000001.XSHE,2023-11-22 09:15:02.120,10.48,1600,2,0,177104,2012,2,0
2654,000001.XSHE,2023-11-22 09:15:02.120,10.39,197600,2,0,177138,2012,2,0
2655,000001.XSHE,2023-11-22 09:15:02.120,9.46,100,1,0,177227,2012,2,0
2656,000001.XSHE,2023-11-22 09:15:02.120,10.09,2000,1,0,177311,2012,2,0
2657,000001.XSHE,2023-11-22 09:15:02.120,11.31,100,2,0,177330,2012,2,0
2658,000001.XSHE,2023-11-22 09:15:02.120,10.39,1000,2,0,177384,2012,2,0
2659,000001.XSHE,2023-11-22 09:15:02.120,10.0,500,1,0,177408,2012,2,0
2660,000001.XSHE,2023-11-22 09:15:02.130,10.0,300,1,0,177518,2012,2,0
2661,000001.XSHE,2023-11-22 09:15:02.130,10.9,300,2,0,177519,2012,2,0
2662,000001.XSHE,2023-11-22 09:15:02.130,9.8,1800,1,0,177590,2012,2,0
2663,000001.XSHE,2023-11-22 09:15:02.130,10.45,1500,2,0,177691,2012,2,0
2664,000001.XSHE,2023-11-22 09:15:02.130,10.28,100,1,0,177713,2012,2,0
2665,000001.XSHE,2023-11-22 09:15:02.130,10.45,2000,2,0,177841,2012,2,0
2666,000001.XSHE,2023-11-22 09:15:02.130,10.4,1000,2,0,177921,2012,2,0
2667,000001.XSHE,2023-11-22 09:15:02.140,10.9,1000,2,0,178178,2012,2,0
2668,000001.XSHE,2023-11-22 09:15:02.140,10.05,1500,1,0,178224,2012,2,0
2669,000001.XSHE,2023-11-22 09:15:02.140,10.15,1200,1,0,178225,2012,2,0
2670,000001.XSHE,2023-11-22 09:15:02.140,11.0,600,2,0,178382,2012,2,0
2671,000001.XSHE,2023-11-22 09:15:02.140,10.32,4700,2,0,178392,2012,2,0
2672,000001.XSHE,2023-11-22 09:15:02.140,10.15,2700,1,0,178409,2012,2,0
2673,000001.XSHE,2023-11-22 09:15:02.140,10.3,1000,2,0,178436,2012,2,0
2674,000001.XSHE,2023-11-22 09:15:02.140,10.33,1000,2,0,178438,2012,2,0
2675,000001.XSHE,2023-11-22 09:15:02.150,10.45,100,2,0,178646,2012,2,0
2676,000001.XSHE,2023-11-22 09:15:02.160,10.5,7000,2,0,178763,2012,2,0
2677,000001.XSHE,2023-11-22 09:15:02.160,10.01,2000,1,0,178779,2012,2,0
2678,000001.XSHE,2023-11-22 09:15:02.160,10.43,500,2,0,179001,2012,2,0
2679,000001.XSHE,2023-11-22 09:15:02.170,10.59,3500,2,0,179178,2012,2,0
2680,000001.XSHE,2023-11-22 09:15:02.170,11.31,600,2,0,179236,2012,2,0
2681,000001.XSHE,2023-11-22 09:15:02.170,10.4,1200,2,0,179251,2012,2,0
2682,000001.XSHE,2023-11-22 09:15:02.170,10.1,1000,1,0,179263,2012,2,0
2683,000001.XSHE,2023-11-22 09:15:02.170,10.15,800,1,0,179266,2012,2,0
2684,000001.XSHE,2023-11-22 09:15:02.170,10.42,1200,2,0,179317,2012,2,0
2685,000001.XSHE,2023-11-22 09:15:02.170,10.5,100,2,0,179423,2012,2,0
2686,000001.XSHE,2023-11-22 09:15:02.170,10.86,1000,2,0,179444,2012,2,0
2687,000001.XSHE,2023-11-22 09:15:02.180,10.34,500,2,0,179583,2012,2,0
2688,000001.XSHE,2023-11-22 09:15:02.180,10.37,2000,2,0,179628,2012,2,0
2689,000001.XSHE,2023-11-22 09:15:02.180,10.2,1000,1,0,179632,2012,2,0
2690,000001.XSHE,2023-11-22 09:15:02.180,10.31,3500,2,0,179638,2012,2,0
2691,000001.XSHE,2023-11-22 09:15:02.180,11.0,400,2,0,179771,2012,2,0
2692,000001.XSHE,2023-11-22 09:15:02.190,11.29,600,2,0,179791,2012,2,0
2693,000001.XSHE,2023-11-22 09:15:02.190,10.44,1000,2,0,179927,2012,2,0
2694,000001.XSHE,2023-11-22 09:15:02.190,10.48,1000,2,0,179928,2012,2,0
2695,000001.XSHE,2023-11-22 09:15:02.200,11.31,4000,2,0,180009,2012,2,0
2696,000001.XSHE,2023-11-22 09:15:02.200,10.16,4000,1,0,180010,2012,2,0
2697,000001.XSHE,2023-11-22 09:15:02.200,9.66,6000,1,0,180015,2012,2,0
2698,000001.XSHE,2023-11-22 09:15:02.200,10.12,3000,1,0,180109,2012,2,0
2699,000001.XSHE,2023-11-22 09:15:02.210,10.0,1000,1,0,180225,2012,2,0
2700,000001.XSHE,2023-11-22 09:15:02.210,11.0,1000,2,0,180227,2012,2,0
2701,000001.XSHE,2023-11-22 09:15:02.210,10.0,300,1,0,180242,2012,2,0
2702,000001.XSHE,2023-11-22 09:15:02.210,10.24,100,1,0,180277,2012,2,0
2703,000001.XSHE,2023-11-22 09:15:02.210,10.2,1000,1,0,180280,2012,2,0
2704,000001.XSHE,2023-11-22 09:15:02.210,10.38,2000,2,0,180295,2012,2,0
2705,000001.XSHE,2023-11-22 09:15:02.210,10.35,1000,2,0,180308,2012,2,0
2706,000001.XSHE,2023-11-22 09:15:02.210,10.44,1000,2,0,180363,2012,2,0
2707,000001.XSHE,2023-11-22 09:15:02.210,11.01,3900,2,0,180366,2012,2,0
2708,000001.XSHE,2023-11-22 09:15:02.220,11.31,2000,2,0,180407,2012,2,0
2709,000001.XSHE,2023-11-22 09:15:02.220,10.2,100,1,0,180419,2012,2,0
2710,000001.XSHE,2023-11-22 09:15:02.220,10.0,1500,1,0,180420,2012,2,0
2711,000001.XSHE,2023-11-22 09:15:02.220,11.3,1000,2,0,180453,2012,2,0
2712,000001.XSHE,2023-11-22 09:15:02.230,10.63,100,2,0,180851,2012,2,0
2713,000001.XSHE,2023-11-22 09:15:02.240,10.4,2000,2,0,180959,2012,2,0
2714,000001.XSHE,2023-11-22 09:15:02.240,10.38,2000,2,0,180979,2012,2,0
2715,000001.XSHE,2023-11-22 09:15:02.250,10.4,2000,2,0,181282,2012,2,0
2716,000001.XSHE,2023-11-22 09:15:02.260,10.29,3000,1,0,181536,2012,2,0
2717,000001.XSHE,2023-11-22 09:15:02.260,10.42,3600,2,0,181552,2012,2,0
2718,000001.XSHE,2023-11-22 09:15:02.260,11.25,10000,2,0,181652,2012,2,0
2719,000001.XSHE,2023-11-22 09:15:02.260,9.97,700,1,0,181658,2012,2,0
2720,000001.XSHE,2023-11-22 09:15:02.260,9.87,700,1,0,181659,2012,2,0
2721,000001.XSHE,2023-11-22 09:15:02.260,10.28,21800,1,0,181758,2012,2,0
2722,000001.XSHE,2023-11-22 09:15:02.260,11.31,1000,2,0,181801,2012,2,0
2723,000001.XSHE,2023-11-22 09:15:02.280,11.31,2400,2,0,182103,2012,2,0
2724,000001.XSHE,2023-11-22 09:15:02.290,10.78,1300,2,0,182250,2012,2,0
2725,000001.XSHE,2023-11-22 09:15:02.300,10.21,400,1,0,182480,2012,2,0
2726,000001.XSHE,2023-11-22 09:15:02.300,11.0,500,2,0,182527,2012,2,0
2727,000001.XSHE,2023-11-22 09:15:02.300,10.5,800,2,0,182602,2012,2,0
2728,000001.XSHE,2023-11-22 09:15:02.310,10.68,500,2,0,182836,2012,2,0
2729,000001.XSHE,2023-11-22 09:15:02.310,11.2,1000,2,0,182850,2012,2,0
2730,000001.XSHE,2023-11-22 09:15:02.310,11.3,1000,2,0,182851,2012,2,0
2731,000001.XSHE,2023-11-22 09:15:02.310,11.0,39500,2,0,182899,2012,2,0
2732,000001.XSHE,2023-11-22 09:15:02.310,11.24,800,2,0,182901,2012,2,0
2733,000001.XSHE,2023-11-22 09:15:02.320,11.31,5000,2,0,183054,2012,2,0
2734,000001.XSHE,2023-11-22 09:15:02.330,10.4,10000,2,0,183333,2012,2,0
2735,000001.XSHE,2023-11-22 09:15:02.340,10.28,1000,1,0,183458,2012,2,0
2736,000001.XSHE,2023-11-22 09:15:02.350,10.24,105000,1,0,183787,2012,2,0
2737,000001.XSHE,2023-11-22 09:15:02.350,10.22,87100,1,0,183790,2012,2,0
2738,000001.XSHE,2023-11-22 09:15:02.360,10.29,3100,1,0,184097,2012,2,0
2739,000001.XSHE,2023-11-22 09:15:02.360,10.0,1000,1,0,184104,2012,2,0
2740,000001.XSHE,2023-11-22 09:15:02.360,10.7,100,2,0,184178,2012,2,0
2741,000001.XSHE,2023-11-22 09:15:02.360,10.8,100,2,0,184179,2012,2,0
2742,000001.XSHE,2023-11-22 09:15:02.360,10.9,100,2,0,184180,2012,2,0
2743,000001.XSHE,2023-11-22 09:15:02.360,11.0,100,2,0,184181,2012,2,0
2744,000001.XSHE,2023-11-22 09:15:02.360,11.1,100,2,0,184182,2012,2,0
2745,000001.XSHE,2023-11-22 09:15:02.360,11.2,100,2,0,184183,2012,2,0
2746,000001.XSHE,2023-11-22 09:15:02.360,11.3,100,2,0,184184,2012,2,0
2747,000001.XSHE,2023-11-22 09:15:02.360,10.42,1000,2,0,184211,2012,2,0
2748,000001.XSHE,2023-11-22 09:15:02.360,10.52,1000,2,0,184212,2012,2,0
2749,000001.XSHE,2023-11-22 09:15:02.370,11.2,2600,2,0,184231,2012,2,0
2750,000001.XSHE,2023-11-22 09:15:02.370,10.93,2000,2,0,184264,2012,2,0
2751,000001.XSHE,2023-11-22 09:15:02.370,10.15,1000,1,0,184418,2012,2,0
2752,000001.XSHE,2023-11-22 09:15:02.370,10.72,500,2,0,184445,2012,2,0
2753,000001.XSHE,2023-11-22 09:15:02.370,10.06,800,1,0,184447,2012,2,0
2754,000001.XSHE,2023-11-22 09:15:02.380,9.5,100,1,0,184801,2012,2,0
2755,000001.XSHE,2023-11-22 09:15:02.380,9.98,500,1,0,184851,2012,2,0
2756,000001.XSHE,2023-11-22 09:15:02.390,10.1,300,1,0,184929,2012,2,0
2757,000001.XSHE,2023-11-22 09:15:02.390,11.28,10000,2,0,184946,2012,2,0
2758,000001.XSHE,2023-11-22 09:15:02.390,10.33,1200,2,0,185115,2012,2,0
2759,000001.XSHE,2023-11-22 09:15:02.390,10.35,1200,2,0,185116,2012,2,0
2760,000001.XSHE,2023-11-22 09:15:02.400,11.01,1000,2,0,185242,2012,2,0
2761,000001.XSHE,2023-11-22 09:15:02.400,11.3,10000,2,0,185265,2012,2,0
2762,000001.XSHE,2023-11-22 09:15:02.400,10.88,4000,2,0,185277,2012,2,0
2763,000001.XSHE,2023-11-22 09:15:02.400,9.25,1000,1,0,185431,2012,2,0
2764,000001.XSHE,2023-11-22 09:15:02.420,10.14,1000,1,0,185803,2012,2,0
2765,000001.XSHE,2023-11-22 09:15:02.420,10.2,1000,1,0,185816,2012,2,0
2766,000001.XSHE,2023-11-22 09:15:02.430,10.7,1000,2,0,186102,2012,2,0
2767,000001.XSHE,2023-11-22 09:15:02.430,10.25,1900,1,0,186144,2012,2,0
2768,000001.XSHE,2023-11-22 09:15:02.430,11.31,1000,2,0,186216,2012,2,0
2769,000001.XSHE,2023-11-22 09:15:02.440,10.27,2300,2,0,186265,2012,2,0
2770,000001.XSHE,2023-11-22 09:15:02.440,10.33,1000,2,0,186335,2012,2,0
2771,000001.XSHE,2023-11-22 09:15:02.440,10.5,2800,2,0,186388,2012,2,0
2772,000001.XSHE,2023-11-22 09:15:02.440,10.16,1000,1,0,186415,2012,2,0
