,scr_num,date_time,entr_px,entr_vol,entr_direction,entr_orde_no,entr_index,channel_no,entr_clas,biz_index
756,000001.XSHE,2023-11-22 09:15:00.180,11.28,500,2,0,47219,2012,2,0
757,000001.XSHE,2023-11-22 09:15:00.180,10.01,100,1,0,47364,2012,2,0
758,000001.XSHE,2023-11-22 09:15:00.180,10.45,1000,2,0,47412,2012,2,0
759,000001.XSHE,2023-11-22 09:15:00.180,10.88,2000,2,0,47549,2012,2,0
760,000001.XSHE,2023-11-22 09:15:00.180,10.72,1100,2,0,47870,2012,2,0
761,000001.XSHE,2023-11-22 09:15:00.180,10.34,1200,2,0,48144,2012,2,0
762,000001.XSHE,2023-11-22 09:15:00.180,10.68,300,2,0,48225,2012,2,0
763,000001.XSHE,2023-11-22 09:15:00.180,11.28,300,2,0,48226,2012,2,0
764,000001.XSHE,2023-11-22 09:15:00.180,10.88,2000,2,0,48291,2012,2,0
765,000001.XSHE,2023-11-22 09:15:00.180,11.31,93700,2,0,48339,2012,2,0
766,000001.XSHE,2023-11-22 09:15:00.180,10.88,200,2,0,48549,2012,2,0
767,000001.XSHE,2023-11-22 09:15:00.180,11.18,100,2,0,48550,2012,2,0
768,000001.XSHE,2023-11-22 09:15:00.180,10.88,1000,2,0,48589,2012,2,0
769,000001.XSHE,2023-11-22 09:15:00.180,10.29,100,1,0,48659,2012,2,0
770,000001.XSHE,2023-11-22 09:15:00.180,10.65,800,2,0,48860,2012,2,0
771,000001.XSHE,2023-11-22 09:15:00.180,11.21,3500,2,0,48935,2012,2,0
772,000001.XSHE,2023-11-22 09:15:00.180,10.0,200,1,0,49075,2012,2,0
773,000001.XSHE,2023-11-22 09:15:00.180,10.95,600,2,0,49166,2012,2,0
774,000001.XSHE,2023-11-22 09:15:00.180,10.18,200,1,0,49329,2012,2,0
775,000001.XSHE,2023-11-22 09:15:00.180,9.97,100,1,0,49333,2012,2,0
776,000001.XSHE,2023-11-22 09:15:00.180,9.77,100,1,0,49345,2012,2,0
777,000001.XSHE,2023-11-22 09:15:00.180,9.57,100,1,0,49346,2012,2,0
778,000001.XSHE,2023-11-22 09:15:00.190,10.21,500,1,0,49496,2012,2,0
779,000001.XSHE,2023-11-22 09:15:00.190,10.53,500,2,0,49745,2012,2,0
780,000001.XSHE,2023-11-22 09:15:00.190,10.2,1000,1,0,49887,2012,2,0
781,000001.XSHE,2023-11-22 09:15:00.190,10.59,5400,2,0,49919,2012,2,0
782,000001.XSHE,2023-11-22 09:15:00.190,10.35,100,2,0,50014,2012,2,0
783,000001.XSHE,2023-11-22 09:15:00.190,10.1,1000,1,0,50186,2012,2,0
784,000001.XSHE,2023-11-22 09:15:00.190,10.5,500,2,0,50316,2012,2,0
785,000001.XSHE,2023-11-22 09:15:00.190,10.38,1000,2,0,50345,2012,2,0
786,000001.XSHE,2023-11-22 09:15:00.190,10.48,1000,2,0,50346,2012,2,0
787,000001.XSHE,2023-11-22 09:15:00.190,10.58,1000,2,0,50347,2012,2,0
788,000001.XSHE,2023-11-22 09:15:00.190,10.1,1000,1,0,50349,2012,2,0
789,000001.XSHE,2023-11-22 09:15:00.190,10.68,1000,2,0,50351,2012,2,0
790,000001.XSHE,2023-11-22 09:15:00.190,10.78,1000,2,0,50352,2012,2,0
791,000001.XSHE,2023-11-22 09:15:00.190,10.88,1000,2,0,50353,2012,2,0
792,000001.XSHE,2023-11-22 09:15:00.190,10.98,1000,2,0,50354,2012,2,0
793,000001.XSHE,2023-11-22 09:15:00.190,11.08,1000,2,0,50355,2012,2,0
794,000001.XSHE,2023-11-22 09:15:00.190,11.18,1000,2,0,50356,2012,2,0
795,000001.XSHE,2023-11-22 09:15:00.190,11.28,1000,2,0,50357,2012,2,0
796,000001.XSHE,2023-11-22 09:15:00.190,10.12,1000,1,0,50358,2012,2,0
797,000001.XSHE,2023-11-22 09:15:00.190,10.02,1000,1,0,50359,2012,2,0
798,000001.XSHE,2023-11-22 09:15:00.190,10.1,100,1,0,50368,2012,2,0
799,000001.XSHE,2023-11-22 09:15:00.190,10.66,3000,2,0,50456,2012,2,0
800,000001.XSHE,2023-11-22 09:15:00.190,11.31,100,2,0,50731,2012,2,0
801,000001.XSHE,2023-11-22 09:15:00.190,11.31,100,2,0,50732,2012,2,0
802,000001.XSHE,2023-11-22 09:15:00.190,10.43,1000,2,0,50760,2012,2,0
803,000001.XSHE,2023-11-22 09:15:00.190,10.53,1000,2,0,50762,2012,2,0
804,000001.XSHE,2023-11-22 09:15:00.190,10.35,14000,2,0,50766,2012,2,0
805,000001.XSHE,2023-11-22 09:15:00.190,10.1,200,1,0,50869,2012,2,0
806,000001.XSHE,2023-11-22 09:15:00.190,10.66,600,2,0,50986,2012,2,0
807,000001.XSHE,2023-11-22 09:15:00.190,10.31,300,1,0,51099,2012,2,0
808,000001.XSHE,2023-11-22 09:15:00.190,10.51,300,2,0,51281,2012,2,0
809,000001.XSHE,2023-11-22 09:15:00.190,10.38,300,2,0,51497,2012,2,0
810,000001.XSHE,2023-11-22 09:15:00.200,10.59,2500,2,0,51629,2012,2,0
811,000001.XSHE,2023-11-22 09:15:00.200,10.54,3900,2,0,51846,2012,2,0
812,000001.XSHE,2023-11-22 09:15:00.200,11.28,800,2,0,52070,2012,2,0
813,000001.XSHE,2023-11-22 09:15:00.200,10.19,100,1,0,52426,2012,2,0
814,000001.XSHE,2023-11-22 09:15:00.200,10.68,2000,2,0,52569,2012,2,0
815,000001.XSHE,2023-11-22 09:15:00.200,10.2,600,1,0,52854,2012,2,0
816,000001.XSHE,2023-11-22 09:15:00.200,11.0,3000,2,0,52905,2012,2,0
817,000001.XSHE,2023-11-22 09:15:00.200,10.37,8000,2,0,53097,2012,2,0
818,000001.XSHE,2023-11-22 09:15:00.200,10.55,300,2,0,53232,2012,2,0
819,000001.XSHE,2023-11-22 09:15:00.200,10.59,300,2,0,53233,2012,2,0
820,000001.XSHE,2023-11-22 09:15:00.200,10.66,300,2,0,53234,2012,2,0
821,000001.XSHE,2023-11-22 09:15:00.200,10.69,300,2,0,53235,2012,2,0
822,000001.XSHE,2023-11-22 09:15:00.200,10.73,300,2,0,53236,2012,2,0
823,000001.XSHE,2023-11-22 09:15:00.200,10.77,300,2,0,53237,2012,2,0
824,000001.XSHE,2023-11-22 09:15:00.200,10.81,300,2,0,53238,2012,2,0
825,000001.XSHE,2023-11-22 09:15:00.200,10.85,300,2,0,53239,2012,2,0
826,000001.XSHE,2023-11-22 09:15:00.200,10.88,300,2,0,53240,2012,2,0
827,000001.XSHE,2023-11-22 09:15:00.200,10.91,300,2,0,53241,2012,2,0
828,000001.XSHE,2023-11-22 09:15:00.200,10.94,300,2,0,53243,2012,2,0
829,000001.XSHE,2023-11-22 09:15:00.200,10.99,500,2,0,53244,2012,2,0
830,000001.XSHE,2023-11-22 09:15:00.200,11.03,500,2,0,53245,2012,2,0
831,000001.XSHE,2023-11-22 09:15:00.200,11.07,500,2,0,53246,2012,2,0
832,000001.XSHE,2023-11-22 09:15:00.200,11.11,600,2,0,53247,2012,2,0
833,000001.XSHE,2023-11-22 09:15:00.200,11.16,1000,2,0,53250,2012,2,0
834,000001.XSHE,2023-11-22 09:15:00.200,11.22,1000,2,0,53251,2012,2,0
835,000001.XSHE,2023-11-22 09:15:00.200,11.29,1000,2,0,53252,2012,2,0
836,000001.XSHE,2023-11-22 09:15:00.200,11.31,1000,2,0,53253,2012,2,0
837,000001.XSHE,2023-11-22 09:15:00.200,10.45,500,2,0,53324,2012,2,0
838,000001.XSHE,2023-11-22 09:15:00.200,10.5,500,2,0,53325,2012,2,0
839,000001.XSHE,2023-11-22 09:15:00.200,10.55,500,2,0,53326,2012,2,0
840,000001.XSHE,2023-11-22 09:15:00.200,10.15,500,1,0,53327,2012,2,0
841,000001.XSHE,2023-11-22 09:15:00.200,10.0,700,1,0,53331,2012,2,0
842,000001.XSHE,2023-11-22 09:15:00.200,10.24,1500,2,0,53359,2012,2,0
843,000001.XSHE,2023-11-22 09:15:00.200,10.38,2500,2,0,53440,2012,2,0
844,000001.XSHE,2023-11-22 09:15:00.200,10.45,2500,2,0,53442,2012,2,0
845,000001.XSHE,2023-11-22 09:15:00.200,10.45,4000,2,0,53488,2012,2,0
846,000001.XSHE,2023-11-22 09:15:00.200,11.3,20000,2,0,53514,2012,2,0
847,000001.XSHE,2023-11-22 09:15:00.200,9.25,6400,1,0,53757,2012,2,0
848,000001.XSHE,2023-11-22 09:15:00.200,9.25,9000,1,0,53758,2012,2,0
849,000001.XSHE,2023-11-22 09:15:00.210,10.54,2300,2,0,53795,2012,2,0
850,000001.XSHE,2023-11-22 09:15:00.210,10.35,1000,2,0,53838,2012,2,0
851,000001.XSHE,2023-11-22 09:15:00.210,9.81,500,1,0,53959,2012,2,0
852,000001.XSHE,2023-11-22 09:15:00.210,10.0,5000,1,0,54147,2012,2,0
853,000001.XSHE,2023-11-22 09:15:00.210,11.0,2000,2,0,54148,2012,2,0
854,000001.XSHE,2023-11-22 09:15:00.210,10.77,900,2,0,54502,2012,2,0
855,000001.XSHE,2023-11-22 09:15:00.210,10.64,100,2,0,54556,2012,2,0
856,000001.XSHE,2023-11-22 09:15:00.210,11.12,500,2,0,54573,2012,2,0
857,000001.XSHE,2023-11-22 09:15:00.210,10.12,1000,1,0,54678,2012,2,0
858,000001.XSHE,2023-11-22 09:15:00.210,11.31,500,2,0,54794,2012,2,0
859,000001.XSHE,2023-11-22 09:15:00.220,10.51,1100,2,0,55382,2012,2,0
860,000001.XSHE,2023-11-22 09:15:00.220,10.85,200,2,0,55512,2012,2,0
861,000001.XSHE,2023-11-22 09:15:00.220,10.89,200,2,0,55513,2012,2,0
862,000001.XSHE,2023-11-22 09:15:00.220,10.8,1000,2,0,55523,2012,2,0
863,000001.XSHE,2023-11-22 09:15:00.220,11.3,3300,2,0,55601,2012,2,0
864,000001.XSHE,2023-11-22 09:15:00.220,9.25,200,1,0,55639,2012,2,0
865,000001.XSHE,2023-11-22 09:15:00.220,10.01,100,1,0,55640,2012,2,0
866,000001.XSHE,2023-11-22 09:15:00.220,11.31,200,2,0,55641,2012,2,0
867,000001.XSHE,2023-11-22 09:15:00.220,10.99,100,2,0,55642,2012,2,0
868,000001.XSHE,2023-11-22 09:15:00.220,10.21,2000,1,0,55677,2012,2,0
869,000001.XSHE,2023-11-22 09:15:00.220,10.2,2000,1,0,55678,2012,2,0
870,000001.XSHE,2023-11-22 09:15:00.220,10.19,2000,1,0,55679,2012,2,0
871,000001.XSHE,2023-11-22 09:15:00.220,9.91,1000,1,0,55986,2012,2,0
872,000001.XSHE,2023-11-22 09:15:00.220,11.28,100,2,0,56087,2012,2,0
873,000001.XSHE,2023-11-22 09:15:00.220,10.38,300,2,0,56118,2012,2,0
874,000001.XSHE,2023-11-22 09:15:00.220,10.25,1000,1,0,56368,2012,2,0
875,000001.XSHE,2023-11-22 09:15:00.220,9.91,100,1,0,56421,2012,2,0
876,000001.XSHE,2023-11-22 09:15:00.220,10.15,800,1,0,56435,2012,2,0
877,000001.XSHE,2023-11-22 09:15:00.220,11.0,400,2,0,56623,2012,2,0
878,000001.XSHE,2023-11-22 09:15:00.220,10.99,1000,2,0,56643,2012,2,0
879,000001.XSHE,2023-11-22 09:15:00.220,10.35,600,2,0,56696,2012,2,0
880,000001.XSHE,2023-11-22 09:15:00.220,10.37,600,2,0,56745,2012,2,0
881,000001.XSHE,2023-11-22 09:15:00.220,10.4,10000,2,0,56748,2012,2,0
882,000001.XSHE,2023-11-22 09:15:00.230,10.39,700,2,0,56774,2012,2,0
883,000001.XSHE,2023-11-22 09:15:00.230,10.41,700,2,0,56848,2012,2,0
884,000001.XSHE,2023-11-22 09:15:00.230,10.43,700,2,0,56861,2012,2,0
885,000001.XSHE,2023-11-22 09:15:00.230,10.37,200,2,0,56863,2012,2,0
886,000001.XSHE,2023-11-22 09:15:00.230,10.47,200,2,0,56865,2012,2,0
887,000001.XSHE,2023-11-22 09:15:00.230,10.12,200,1,0,56866,2012,2,0
888,000001.XSHE,2023-11-22 09:15:00.230,10.02,200,1,0,56867,2012,2,0
889,000001.XSHE,2023-11-22 09:15:00.230,10.4,300,2,0,56895,2012,2,0
890,000001.XSHE,2023-11-22 09:15:00.230,10.45,700,2,0,56909,2012,2,0
891,000001.XSHE,2023-11-22 09:15:00.230,10.47,800,2,0,56935,2012,2,0
892,000001.XSHE,2023-11-22 09:15:00.230,10.49,900,2,0,56939,2012,2,0
893,000001.XSHE,2023-11-22 09:15:00.230,10.1,8000,1,0,56976,2012,2,0
894,000001.XSHE,2023-11-22 09:15:00.230,10.51,900,2,0,57036,2012,2,0
895,000001.XSHE,2023-11-22 09:15:00.230,10.53,900,2,0,57037,2012,2,0
896,000001.XSHE,2023-11-22 09:15:00.230,10.55,900,2,0,57038,2012,2,0
897,000001.XSHE,2023-11-22 09:15:00.230,10.57,900,2,0,57039,2012,2,0
898,000001.XSHE,2023-11-22 09:15:00.230,10.59,900,2,0,57041,2012,2,0
899,000001.XSHE,2023-11-22 09:15:00.230,10.61,900,2,0,57044,2012,2,0
900,000001.XSHE,2023-11-22 09:15:00.230,10.63,900,2,0,57047,2012,2,0
901,000001.XSHE,2023-11-22 09:15:00.230,10.1,2000,1,0,57063,2012,2,0
902,000001.XSHE,2023-11-22 09:15:00.230,10.02,2500,1,0,57064,2012,2,0
903,000001.XSHE,2023-11-22 09:15:00.230,9.94,3000,1,0,57065,2012,2,0
904,000001.XSHE,2023-11-22 09:15:00.230,10.65,900,2,0,57089,2012,2,0
905,000001.XSHE,2023-11-22 09:15:00.230,10.67,900,2,0,57091,2012,2,0
906,000001.XSHE,2023-11-22 09:15:00.230,10.69,1000,2,0,57094,2012,2,0
907,000001.XSHE,2023-11-22 09:15:00.230,10.68,100,2,0,57151,2012,2,0
908,000001.XSHE,2023-11-22 09:15:00.230,10.42,700,2,0,57188,2012,2,0
909,000001.XSHE,2023-11-22 09:15:00.230,10.15,2500,1,0,57289,2012,2,0
910,000001.XSHE,2023-11-22 09:15:00.230,10.18,2500,1,0,57294,2012,2,0
911,000001.XSHE,2023-11-22 09:15:00.230,10.79,1000,2,0,57343,2012,2,0
912,000001.XSHE,2023-11-22 09:15:00.230,10.89,1000,2,0,57345,2012,2,0
913,000001.XSHE,2023-11-22 09:15:00.230,10.21,2200,1,0,57367,2012,2,0
914,000001.XSHE,2023-11-22 09:15:00.230,10.21,2300,1,0,57368,2012,2,0
915,000001.XSHE,2023-11-22 09:15:00.230,10.42,2500,2,0,57406,2012,2,0
916,000001.XSHE,2023-11-22 09:15:00.230,10.52,2500,2,0,57407,2012,2,0
917,000001.XSHE,2023-11-22 09:15:00.230,11.31,1800,2,0,57435,2012,2,0
918,000001.XSHE,2023-11-22 09:15:00.230,10.96,2000,2,0,57439,2012,2,0
919,000001.XSHE,2023-11-22 09:15:00.230,10.38,500,2,0,57520,2012,2,0
920,000001.XSHE,2023-11-22 09:15:00.230,9.9,400,1,0,57668,2012,2,0
921,000001.XSHE,2023-11-22 09:15:00.230,10.75,100,2,0,57669,2012,2,0
922,000001.XSHE,2023-11-22 09:15:00.230,10.45,100,2,0,57711,2012,2,0
923,000001.XSHE,2023-11-22 09:15:00.230,10.28,200,1,0,57717,2012,2,0
924,000001.XSHE,2023-11-22 09:15:00.230,11.31,100,2,0,57718,2012,2,0
925,000001.XSHE,2023-11-22 09:15:00.230,10.28,100,2,0,57857,2012,2,0
926,000001.XSHE,2023-11-22 09:15:00.230,10.06,200,1,0,57915,2012,2,0
927,000001.XSHE,2023-11-22 09:15:00.230,10.15,300,1,0,57945,2012,2,0
928,000001.XSHE,2023-11-22 09:15:00.230,11.05,100,2,0,58066,2012,2,0
929,000001.XSHE,2023-11-22 09:15:00.230,10.45,1000,2,0,58234,2012,2,0
930,000001.XSHE,2023-11-22 09:15:00.230,10.52,2000,2,0,58263,2012,2,0
931,000001.XSHE,2023-11-22 09:15:00.230,10.48,100,2,0,58370,2012,2,0
932,000001.XSHE,2023-11-22 09:15:00.240,11.2,700,2,0,58430,2012,2,0
933,000001.XSHE,2023-11-22 09:15:00.240,11.31,500,2,0,58512,2012,2,0
934,000001.XSHE,2023-11-22 09:15:00.240,10.68,400,2,0,58861,2012,2,0
935,000001.XSHE,2023-11-22 09:15:00.240,10.34,1000,2,0,59284,2012,2,0
936,000001.XSHE,2023-11-22 09:15:00.240,10.39,10000,2,0,59384,2012,2,0
937,000001.XSHE,2023-11-22 09:15:00.240,10.39,10000,2,0,59385,2012,2,0
938,000001.XSHE,2023-11-22 09:15:00.240,9.28,200,1,0,59386,2012,2,0
939,000001.XSHE,2023-11-22 09:15:00.240,10.53,200,2,0,59543,2012,2,0
940,000001.XSHE,2023-11-22 09:15:00.240,10.63,200,2,0,59544,2012,2,0
941,000001.XSHE,2023-11-22 09:15:00.240,10.73,200,2,0,59545,2012,2,0
942,000001.XSHE,2023-11-22 09:15:00.240,10.83,200,2,0,59546,2012,2,0
943,000001.XSHE,2023-11-22 09:15:00.240,10.93,200,2,0,59547,2012,2,0
944,000001.XSHE,2023-11-22 09:15:00.240,11.03,200,2,0,59548,2012,2,0
945,000001.XSHE,2023-11-22 09:15:00.240,11.13,200,2,0,59549,2012,2,0
946,000001.XSHE,2023-11-22 09:15:00.240,11.23,200,2,0,59550,2012,2,0
947,000001.XSHE,2023-11-22 09:15:00.240,11.31,400,2,0,59551,2012,2,0
948,000001.XSHE,2023-11-22 09:15:00.240,11.1,100,1,0,59796,2012,2,0
949,000001.XSHE,2023-11-22 09:15:00.240,10.55,200,2,0,59837,2012,2,0
950,000001.XSHE,2023-11-22 09:15:00.240,10.64,1000,2,0,59883,2012,2,0
951,000001.XSHE,2023-11-22 09:15:00.250,10.9,300,2,0,60291,2012,2,0
952,000001.XSHE,2023-11-22 09:15:00.250,11.3,500,2,0,60311,2012,2,0
953,000001.XSHE,2023-11-22 09:15:00.250,10.5,500,2,0,60483,2012,2,0
954,000001.XSHE,2023-11-22 09:15:00.250,10.67,2000,2,0,60540,2012,2,0
955,000001.XSHE,2023-11-22 09:15:00.250,10.1,5000,1,0,60739,2012,2,0
956,000001.XSHE,2023-11-22 09:15:00.250,10.04,5000,1,0,60742,2012,2,0
957,000001.XSHE,2023-11-22 09:15:00.250,9.98,5000,1,0,60743,2012,2,0
958,000001.XSHE,2023-11-22 09:15:00.250,10.35,10000,2,0,60753,2012,2,0
959,000001.XSHE,2023-11-22 09:15:00.250,10.36,10000,2,0,60754,2012,2,0
960,000001.XSHE,2023-11-22 09:15:00.250,10.37,10000,2,0,60755,2012,2,0
961,000001.XSHE,2023-11-22 09:15:00.250,10.32,10000,2,0,60773,2012,2,0
962,000001.XSHE,2023-11-22 09:15:00.250,10.34,10000,2,0,60774,2012,2,0
963,000001.XSHE,2023-11-22 09:15:00.250,10.27,5000,2,0,60775,2012,2,0
964,000001.XSHE,2023-11-22 09:15:00.250,10.33,5000,2,0,60776,2012,2,0
965,000001.XSHE,2023-11-22 09:15:00.250,10.21,5000,1,0,60777,2012,2,0
966,000001.XSHE,2023-11-22 09:15:00.250,10.51,700,2,0,60982,2012,2,0
967,000001.XSHE,2023-11-22 09:15:00.250,11.2,400,2,0,61113,2012,2,0
968,000001.XSHE,2023-11-22 09:15:00.260,10.89,500,2,0,61302,2012,2,0
969,000001.XSHE,2023-11-22 09:15:00.260,10.04,500,1,0,61303,2012,2,0
970,000001.XSHE,2023-11-22 09:15:00.260,10.3,1600,2,0,61307,2012,2,0
971,000001.XSHE,2023-11-22 09:15:00.260,10.35,10000,2,0,61466,2012,2,0
972,000001.XSHE,2023-11-22 09:15:00.260,10.21,3000,1,0,62064,2012,2,0
973,000001.XSHE,2023-11-22 09:15:00.260,10.6,500,2,0,62319,2012,2,0
974,000001.XSHE,2023-11-22 09:15:00.260,10.56,300,2,0,62433,2012,2,0
975,000001.XSHE,2023-11-22 09:15:00.260,10.86,300,2,0,62434,2012,2,0
976,000001.XSHE,2023-11-22 09:15:00.270,10.35,700,2,0,62767,2012,2,0
977,000001.XSHE,2023-11-22 09:15:00.270,10.12,500,1,0,62769,2012,2,0
978,000001.XSHE,2023-11-22 09:15:00.270,10.06,600,1,0,62804,2012,2,0
979,000001.XSHE,2023-11-22 09:15:00.270,10.1,29600,1,0,62984,2012,2,0
980,000001.XSHE,2023-11-22 09:15:00.270,10.5,200,2,0,63007,2012,2,0
981,000001.XSHE,2023-11-22 09:15:00.270,10.0,2000,1,0,63034,2012,2,0
982,000001.XSHE,2023-11-22 09:15:00.270,10.5,4800,2,0,63144,2012,2,0
983,000001.XSHE,2023-11-22 09:15:00.270,10.68,1000,2,0,63169,2012,2,0
984,000001.XSHE,2023-11-22 09:15:00.270,10.58,1700,2,0,63217,2012,2,0
985,000001.XSHE,2023-11-22 09:15:00.270,10.05,500,1,0,63458,2012,2,0
986,000001.XSHE,2023-11-22 09:15:00.270,11.31,1000,2,0,63535,2012,2,0
987,000001.XSHE,2023-11-22 09:15:00.280,10.55,500,2,0,63954,2012,2,0
988,000001.XSHE,2023-11-22 09:15:00.280,10.76,500,2,0,63955,2012,2,0
989,000001.XSHE,2023-11-22 09:15:00.280,10.96,500,2,0,63957,2012,2,0
990,000001.XSHE,2023-11-22 09:15:00.280,11.3,1000,2,0,63958,2012,2,0
991,000001.XSHE,2023-11-22 09:15:00.280,11.21,5000,2,0,64392,2012,2,0
992,000001.XSHE,2023-11-22 09:15:00.280,10.67,600,2,0,64438,2012,2,0
993,000001.XSHE,2023-11-22 09:15:00.280,10.32,1000,2,0,64464,2012,2,0
994,000001.XSHE,2023-11-22 09:15:00.290,10.8,26400,2,0,64612,2012,2,0
995,000001.XSHE,2023-11-22 09:15:00.290,10.54,23900,2,0,64743,2012,2,0
996,000001.XSHE,2023-11-22 09:15:00.290,10.62,20000,2,0,64744,2012,2,0
997,000001.XSHE,2023-11-22 09:15:00.290,10.62,20000,2,0,64745,2012,2,0
998,000001.XSHE,2023-11-22 09:15:00.290,11.21,1300,2,0,64778,2012,2,0
999,000001.XSHE,2023-11-22 09:15:00.290,10.39,1000,2,0,65049,2012,2,0
1000,000001.XSHE,2023-11-22 09:15:00.290,10.49,1000,2,0,65052,2012,2,0
1001,000001.XSHE,2023-11-22 09:15:00.290,10.59,1000,2,0,65053,2012,2,0
1002,000001.XSHE,2023-11-22 09:15:00.290,10.69,1000,2,0,65054,2012,2,0
1003,000001.XSHE,2023-11-22 09:15:00.290,10.79,1000,2,0,65056,2012,2,0
1004,000001.XSHE,2023-11-22 09:15:00.290,10.4,800,2,0,65153,2012,2,0
1005,000001.XSHE,2023-11-22 09:15:00.290,10.45,800,2,0,65154,2012,2,0
1006,000001.XSHE,2023-11-22 09:15:00.290,10.55,800,2,0,65155,2012,2,0
1007,000001.XSHE,2023-11-22 09:15:00.290,10.15,800,1,0,65156,2012,2,0
1008,000001.XSHE,2023-11-22 09:15:00.290,10.15,800,1,0,65157,2012,2,0
1009,000001.XSHE,2023-11-22 09:15:00.290,10.13,800,1,0,65158,2012,2,0
1010,000001.XSHE,2023-11-22 09:15:00.290,10.1,800,1,0,65159,2012,2,0
1011,000001.XSHE,2023-11-22 09:15:00.290,11.31,300,2,0,65391,2012,2,0
1012,000001.XSHE,2023-11-22 09:15:00.290,10.1,500,1,0,65433,2012,2,0
1013,000001.XSHE,2023-11-22 09:15:00.290,11.31,1300,2,0,65434,2012,2,0
1014,000001.XSHE,2023-11-22 09:15:00.300,9.9,1000,1,0,65742,2012,2,0
1015,000001.XSHE,2023-11-22 09:15:00.300,10.69,1100,2,0,65760,2012,2,0
1016,000001.XSHE,2023-11-22 09:15:00.300,10.6,10000,2,0,66025,2012,2,0
1017,000001.XSHE,2023-11-22 09:15:00.300,10.0,100,1,0,66090,2012,2,0
1018,000001.XSHE,2023-11-22 09:15:00.300,10.5,2500,2,0,66170,2012,2,0
1019,000001.XSHE,2023-11-22 09:15:00.300,10.7,2500,2,0,66172,2012,2,0
1020,000001.XSHE,2023-11-22 09:15:00.300,10.25,200,1,0,66304,2012,2,0
1021,000001.XSHE,2023-11-22 09:15:00.300,10.4,200,2,0,66309,2012,2,0
1022,000001.XSHE,2023-11-22 09:15:00.300,10.38,200,2,0,66310,2012,2,0
1023,000001.XSHE,2023-11-22 09:15:00.300,10.54,3000,2,0,66351,2012,2,0
1024,000001.XSHE,2023-11-22 09:15:00.300,10.68,3000,2,0,66352,2012,2,0
1025,000001.XSHE,2023-11-22 09:15:00.310,10.57,1100,2,0,66468,2012,2,0
1026,000001.XSHE,2023-11-22 09:15:00.310,10.32,20000,2,0,67073,2012,2,0
1027,000001.XSHE,2023-11-22 09:15:00.310,10.63,1000,2,0,67086,2012,2,0
1028,000001.XSHE,2023-11-22 09:15:00.310,10.45,3200,2,0,67145,2012,2,0
1029,000001.XSHE,2023-11-22 09:15:00.310,11.31,12900,2,0,67148,2012,2,0
1030,000001.XSHE,2023-11-22 09:15:00.310,10.13,500,1,0,67170,2012,2,0
1031,000001.XSHE,2023-11-22 09:15:00.310,10.28,1000,1,0,67321,2012,2,0
1032,000001.XSHE,2023-11-22 09:15:00.320,9.53,900,1,0,67387,2012,2,0
1033,000001.XSHE,2023-11-22 09:15:00.320,11.3,2000,2,0,67472,2012,2,0
1034,000001.XSHE,2023-11-22 09:15:00.320,11.19,9500,2,0,67521,2012,2,0
1035,000001.XSHE,2023-11-22 09:15:00.320,10.89,1000,2,0,67534,2012,2,0
1036,000001.XSHE,2023-11-22 09:15:00.320,10.2,400,1,0,67597,2012,2,0
1037,000001.XSHE,2023-11-22 09:15:00.320,11.31,5000,2,0,67836,2012,2,0
1038,000001.XSHE,2023-11-22 09:15:00.320,11.11,3000,2,0,67837,2012,2,0
1039,000001.XSHE,2023-11-22 09:15:00.320,10.1,800,1,0,67981,2012,2,0
1040,000001.XSHE,2023-11-22 09:15:00.320,10.45,1500,2,0,68096,2012,2,0
1041,000001.XSHE,2023-11-22 09:15:00.320,11.11,7500,2,0,68103,2012,2,0
1042,000001.XSHE,2023-11-22 09:15:00.320,10.44,5000,2,0,68174,2012,2,0
1043,000001.XSHE,2023-11-22 09:15:00.320,11.01,300,2,0,68277,2012,2,0
1044,000001.XSHE,2023-11-22 09:15:00.320,10.36,1000,2,0,68280,2012,2,0
1045,000001.XSHE,2023-11-22 09:15:00.330,10.15,1000,1,0,68391,2012,2,0
1046,000001.XSHE,2023-11-22 09:15:00.330,10.16,300,1,0,68546,2012,2,0
1047,000001.XSHE,2023-11-22 09:15:00.330,10.4,2000,2,0,68816,2012,2,0
1048,000001.XSHE,2023-11-22 09:15:00.330,10.07,5000,1,0,68883,2012,2,0
1049,000001.XSHE,2023-11-22 09:15:00.330,10.01,5000,1,0,68886,2012,2,0
1050,000001.XSHE,2023-11-22 09:15:00.330,10.69,5000,2,0,68887,2012,2,0
1051,000001.XSHE,2023-11-22 09:15:00.330,10.99,10000,2,0,68889,2012,2,0
1052,000001.XSHE,2023-11-22 09:15:00.330,10.36,500,2,0,69034,2012,2,0
1053,000001.XSHE,2023-11-22 09:15:00.330,10.57,500,2,0,69035,2012,2,0
1054,000001.XSHE,2023-11-22 09:15:00.330,10.69,500,2,0,69111,2012,2,0
1055,000001.XSHE,2023-11-22 09:15:00.330,10.81,500,2,0,69113,2012,2,0
1056,000001.XSHE,2023-11-22 09:15:00.330,10.93,500,2,0,69115,2012,2,0
1057,000001.XSHE,2023-11-22 09:15:00.330,11.05,500,2,0,69120,2012,2,0
1058,000001.XSHE,2023-11-22 09:15:00.340,11.21,200,2,0,69290,2012,2,0
1059,000001.XSHE,2023-11-22 09:15:00.340,11.17,500,2,0,69366,2012,2,0
1060,000001.XSHE,2023-11-22 09:15:00.340,11.29,500,2,0,69369,2012,2,0
